pageNumber,jobId,title,companyName,groupId,companyId,isTopGroup,tagsAndSkills,jobDescription,location,salaryLabel,currency,minimumSalary,maximumSalary,hideSalary,variablePercentage,minSalaryPerMonth,maxSalaryPerMonth,experienceText,minimumExperience,maximumExperience,footerPlaceholderLabel,createdDateISO,createdDateRaw,mode,board,vacancy,jobType,walkinJob,walkin_contactName,walkin_contactPhone,walkin_dailyTiming,walkin_venueAddress,walkin_startDate,walkin_endDate,companyApplyJob,companyApplyUrl,applyRedirectUrl,applyByTime,jdURL,staticUrl,ambitionBoxUrl,ambitionBoxReviewsCount,ambitionBoxRating,roleCategoryGid,todaysJob,jobAgentEligle,consultant,hiringFor,hideClientName,clientTitleString,brandedJDTemplateId,questionnaireIdPresent,exclusive,diversityTagText,logoPath,skillList
14,70926011011,Gen AI Architect,Cognizant,4156,2114,0,"Agentic Ai,generative ai,Artificial Intelligence,Intelligence,Architecture,Gen","Required Skills & Experience <br><br> 10+ years in IT & architecture,with clear progression from hands-on engineering (Java/.NET preferred) into enterprise architecture leadership<br><br>CxO Advisory : Proven experience leading executive AI strategy discussions with Fortune 500 clients<br><br>People Leadership : Experience mentoring teams and building cross-functional AI capability practices","Hybrid - Hyderabad, Chennai, Bengaluru",30-45 Lacs PA,INR,3000000,4500000,False,0,,,14-24 Yrs,14.0,24.0,10 Days Ago,2026-09-07T08:57:33.024Z,1788771453024.0,jp,1,10.0,,False,,,,,,,False,,,6:27 PM,https://www.naukri.com/job-listings-gen-ai-architect-cognizant-hyderabad-chennai-bengaluru-14-to-24-years-070926011011,cognizant-jobs-careers-2114,https://www.ambitionbox.com/reviews/cognizant-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,65209.0,3.7,1042.0,False,True,,,,,8927.0,False,,,https://img.naukimg.com/logo_images/groups/v1/4156.gif,"['Agentic Ai', 'generative ai', 'Artificial Intelligence', 'Intelligence', 'Architecture', 'Gen']"
16,40926016185,Gen AI Architect,Tata Consultancy Services,223346,892542,0,"generative ai,Artificial Intelligence,Retrieval Augmented Generation,Python,Generation,Architecture,Gen,Intelligence","<p><strong> Location:</strong>  Pune, Mumbai, Bangalore, Chennai, Kolkata or Indore </p><br /><p><strong>Skills:</strong>Technical Architecture & Design, Agentic AI and Modern Data Platforms, Cloud and Platform Architecture,Architectural Governance and Technical Leadership </p><br /><p><strong>Job Description:</strong> </p><p>The Technical Architect is responsible for designing, governing, and evolving enterprise-scale technology platforms that are secure, scalable, and aligned with business strategy. The role partners closely with engineering, data, security, and product teams to translate complex requirements into practical, future-proof architectures. Guiding the product to production and navigating through ARB and other review processes. </p><br /><p><strong>Key responsibilities include:</strong> </p><ul><li>Defining cloud and platform architecture standards, patterns, and guardrails. </li><li>Guiding the product to production and navigating through ARB and other review processes. </li><li>Leading the design and adoption of modern data and AI platforms, including GenAI capabilities. </li><li>Ensuring security, compliance, and operational excellence are embedded from design through production. </li><li>Providing architectural leadership across initiatives, mentoring teams, and influencing technical roadmaps. </li><li>Acting as a technical authority to unblock delivery, reduce risk, and accelerate innovation across the organization. </li></ul>","Pune, Chennai, Bengaluru",Not disclosed,INR,0,0,True,0,0.0,0.0,12-20 Yrs,12.0,20.0,13 Days Ago,2026-09-04T08:28:54.379Z,1788510534379.0,jp,1,,,False,,,,,,,False,,,5:58 PM,https://www.naukri.com/job-listings-gen-ai-architect-tata-consultancy-services-pune-chennai-bengaluru-12-to-20-years-040926016185,tata-consultancy-services-jobs-careers-13542,https://www.ambitionbox.com/reviews/tcs-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,121251.0,3.2,1028.0,False,True,,,,,2949.0,True,,,https://img.naukimg.com/logo_images/groups/v1/223346.gif,"['generative ai', 'Artificial Intelligence', 'Retrieval Augmented Generation', 'Python', 'Generation', 'Architecture', 'Gen', 'Intelligence']"
16,40926003624,Lead GEN AI Architect,Genpact,42932,30975,0,"Architect,Teal Management,Integration,CrewAI,Autogen,Langchain,TOGAF,Vertex Ai","Manage large,matrixed teams (30 100+ FTEs) spanning architects,engineers,QA,business analysts,and scrum masters across multiple pods / PODs . <br><br>Demonstrated experience delivering at least one significant GenAI / AI program end-to-end (not just POC-stage real production delivery) . Strong grounding in Agile / Scrum delivery at scale<br><br>Required Qualifications",Hybrid - Bengaluru,Not disclosed,INR,0,0,True,0,0.0,0.0,12-22 Yrs,12.0,22.0,14 Days Ago,2026-09-04T01:39:02.030Z,1788485942030.0,jp,1,,,False,,,,,,,False,,,11:09 AM,https://www.naukri.com/job-listings-lead-gen-ai-architect-genpact-bengaluru-12-to-22-years-040926003624,genpact-jobs-careers-25103,https://www.ambitionbox.com/reviews/genpact-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,45641.0,3.6,1028.0,False,True,,,,,7574.0,True,,,https://img.naukimg.com/logo_images/groups/v1/42932.gif,"['Architect', 'Teal Management', 'Integration', 'CrewAI', 'Autogen', 'Langchain', 'TOGAF', 'Vertex Ai']"
17,100926015279,Technical Program Manager with Gen AI,Persistent,3835862,5929,0,"ReactJS,.JAVA,Angular,Gen A,Artificial Intelligence,Management,Program management,Gen","Job Type: Full Time Employment <br><br>We invite applications from all qualified individuals,including those with disabilities,and regardless of gender or gender preference<br><br>Minimum 6+ years of experience in Project Management,Program Management,or Delivery Management roles<br><br>Experience: 11-16 Years <br><br> 11+ years of overall experience in the IT industry",Bengaluru,Not disclosed,INR,0,0,True,0,0.0,0.0,11-16 Yrs,11.0,16.0,7 Days Ago,2026-09-10T06:57:12.246Z,1789023432246.0,jp,1,,,False,,,,,,,False,,,4:27 PM,https://www.naukri.com/job-listings-technical-program-manager-with-gen-ai-persistent-bengaluru-11-to-16-years-100926015279,persistent-jobs-careers-5929,https://www.ambitionbox.com/reviews/persistent-systems-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,5466.0,3.6,1042.0,True,True,,,,,2867.0,False,,,https://img.naukimg.com/logo_images/groups/v1/3835862.gif,"['ReactJS', '.JAVA', 'Angular', 'Gen A', 'Artificial Intelligence', 'Management', 'Program management', 'Gen']"
17,90926030705,Java Gen AI Architect,Persistent,3835862,5929,0,"Java,Gen AI,Microservices,Architecture,Artificial Intelligence,Gen","Job Type: Full Time Employment <br><br>Design and architect enterprise applications using Java 11 / 17+,Spring Boot,Spring Security,Spring Integration,and Spring Batch<br><br>Extensive experience with Spring Boot,Spring MVC,Spring Security,Spring Integration,and Spring Batch<br><br>Strong experience with API design and management using REST,gRPC,GraphQL,and OpenAPI / Swagger",Pune,Not disclosed,INR,0,0,True,0,0.0,0.0,12-15 Yrs,12.0,15.0,8 Days Ago,2026-09-09T12:03:37.381Z,1788955417381.0,jp,1,,,False,,,,,,,False,,,9:33 PM,https://www.naukri.com/job-listings-java-gen-ai-architect-persistent-pune-12-to-15-years-090926030705,persistent-jobs-careers-5929,https://www.ambitionbox.com/reviews/persistent-systems-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,5466.0,3.6,1042.0,False,True,,,,,2867.0,False,,,https://img.naukimg.com/logo_images/groups/v1/3835862.gif,"['Java', 'Gen AI', 'Microservices', 'Architecture', 'Artificial Intelligence', 'Gen']"
18,270726922054,Tech Strategy & Transformation - Gen AI/AI Architect - Senior Manager,Accenture,10476,27117,0,"ai,management consulting,data management,prototyping,forecasting,machine learning,business intelligence,budgeting","Utilize strong expertise certification in any of the AI Gen AI Cloud platforms Google,Azure or AWS,in areas such as Machine Learning,NLP,Generative AI etc<br><br> MBA from a tier 1 institute <br><br>Good working knowledge in formulation of relevant guiding principles and platform components with expertise in Responsible AI frameworks is highly preferred <br><br>Your experience counts!",Bengaluru,Not disclosed,INR,0,0,True,0,0.0,0.0,14-20 Yrs,14.0,20.0,30+ Days Ago,2026-07-27T10:55:31.088Z,1785149731088.0,jp,1,,,False,,,,,,,True,https://www.naukri.com/cloudgateway-apply/apply-services/v0/apply/saveCompanyApply?id=&file=270726922054&logstr=srprestapi,https://www.accenture.com/in-en/careers/jobdetails?id=R00312272_en&title=S%26C+GN+-+Tech+Strategy+%26+Transformation+-+Gen+AI%2FAI+Architect+%E2%80%93+Senior+Manager&SRC=RECNau,8:25 PM,https://www.naukri.com/job-listings-tech-strategy-transformation-gen-ai-ai-architect-senior-manager-accenture-solutions-pvt-ltd-bengaluru-14-to-20-years-270726922054,accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,78566.0,3.7,1156.0,False,False,,,,,,False,,,https://img.naukimg.com/logo_images/groups/v1/10476.gif,"['ai', 'management consulting', 'data management', 'prototyping', 'forecasting', 'machine learning', 'business intelligence', 'budgeting']"
19,170826929479,Gen AI Led Marketing Reinvention(TMO) - Senior Manager,Accenture,10476,27117,0,"Ai,Change Management,Marketing Strategy,Architecture,Finance,Customer Satisfaction,Upskilling,Subject Matter Expert","Generative AIGood to have skills: marketing strategy,AI / Gen AI,agentic AI,agency experience,and Marketing OS experience.Job Summary:The Strategy Consulting Global Network Song (SC GN Song) practice works with clients across their marketing,sales and services and customer engagement functions<br><br>MBA from a Tier 1 institute with a focus in Marketing,Strategy,or Technology",Bengaluru,Not disclosed,INR,0,0,True,0,0.0,0.0,13-20 Yrs,13.0,20.0,30+ Days Ago,2026-08-17T12:42:44.825Z,1786970564825.0,jp,1,,,False,,,,,,,True,https://www.naukri.com/cloudgateway-apply/apply-services/v0/apply/saveCompanyApply?id=&file=170826929479&logstr=srprestapi,https://www.accenture.com/in-en/careers/jobdetails?id=R00331611_en&title=%23ACN+GN+-+SONG+-+MT+-+Gen+AI+Led+Marketing+Reinvention%28TMO%29+-+Senior+Manager&SRC=RECNau,10:12 PM,https://www.naukri.com/job-listings-gen-ai-led-marketing-reinvention-tmo-senior-manager-accenture-solutions-pvt-ltd-bengaluru-13-to-20-years-170826929479,accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,78566.0,3.7,1050.0,False,False,,,,,,False,,,https://img.naukimg.com/logo_images/groups/v1/10476.gif,"['Ai', 'Change Management', 'Marketing Strategy', 'Architecture', 'Finance', 'Customer Satisfaction', 'Upskilling', 'Subject Matter Expert']"
21,310826503489,SENIOR ENGINEER - Gen AI,Happiest Minds Technologies,1729328,1686950,0,"Computer science,Backend,Production support,Data management,Analytical,Information technology,Monitoring,SQL","With 56 years of Python experience and 12 years working on agentic AI and production systems,you excel in problem solving,analytical thinking,and effective communication<br><br> . o. Proficient in Python programming,capable of developing complex scripts and APIs for AI applications. o. .",Noida,Not disclosed,INR,0,0,True,0,0.0,0.0,12-17 Yrs,12.0,17.0,17 Days Ago,2026-08-31T11:17:58.000Z,1788175078000.0,crawled,1,,,False,,,,,,,True,https://www.naukri.com/cloudgateway-apply/apply-services/v0/apply/saveCompanyApply?id=&file=310826503489&logstr=srprestapi,https://jobs.happiestminds.com/happiestminds/jobview/technical-lead-lead-bengaluru-2026021319530370?id=1171285,8:47 PM,https://www.naukri.com/job-listings-senior-engineer-gen-ai-happiest-minds-technologies-pvt-ltd-noida-12-to-17-years-310826503489,happiest-minds-technologies-jobs-careers-890864,https://www.ambitionbox.com/reviews/happiest-minds-technologies-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,1579.0,3.4,1027.0,False,False,,,,,3645.0,False,,,https://img.naukimg.com/logo_images/groups/v1/1729328.gif,"['Computer science', 'Backend', 'Production support', 'Data management', 'Analytical', 'Information technology', 'Monitoring', 'SQL']"
23,280826004343,Gen AI/Agentic AI Architect/Senior Architect/Principal Architect,Virtusa,1186200,1354,0,"Generative AI,RAG,Python,Artificial Intelligence,Senior,Gen,Architecture","Build and maintain data pipelines and infrastructure to support Hands on exposure to using cloud(Azure / GCP/AWS) services for storage,serverless-logic,search,transcription and chat Extensive experience with data engineering and should be hands on in using Agentic AI Framework,RAG <br><br>Experience - 6 to 20+ years","Hybrid - Hyderabad, Chennai",Not disclosed,INR,0,0,True,0,0.0,0.0,14-24 Yrs,14.0,24.0,21 Days Ago,2026-08-28T06:09:01.643Z,1787897341643.0,jp,1,,,False,,,,,,,False,,,3:39 PM,https://www.naukri.com/job-listings-gen-ai-agentic-ai-architect-senior-architect-principal-architect-virtusa-hyderabad-chennai-14-to-24-years-280826004343,virtusa-jobs-careers-1354,https://www.ambitionbox.com/reviews/virtusa-consulting-services-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,6509.0,3.6,1028.0,False,True,,,,,10358.0,True,,,https://img.naukimg.com/logo_images/groups/v1/1186200.gif,"['Generative AI', 'RAG', 'Python', 'Artificial Intelligence', 'Senior', 'Gen', 'Architecture']"
23,270826028531,Java Full Stack Architect with Gen AI & Cloud native,Kanary Staffing,6443541,4547416,0,"Platform,Java Fullstack,Spring,Microservices,Native,Architect,Cloud,React.js","Cloud and Kubernetes certifications preferred <br><br>Required Skills<br><br>Preferred Qualifications<br><br> . 12+ years of software engineering and architecture experience<br><br>Experience in FinTech,Banking,Payments,Lending,Capital Markets,Wealth Management,or Insurance platforms<br><br>Experience with SaaS,multi-tenant platforms,and cloud transformation programs",Bengaluru,Not disclosed,INR,0,0,True,0,0.0,0.0,14-20 Yrs,14.0,20.0,21 Days Ago,2026-08-27T12:50:36.746Z,1787835036746.0,airex,1,5.0,,False,,,,,,,False,,,10:20 PM,https://www.naukri.com/job-listings-java-full-stack-architect-with-gen-ai-cloud-native-kanary-staffing-bengaluru-14-to-20-years-270826028531,kanary-staffing-jobs-careers-4547416,,,,1028.0,False,True,True,,False,,,True,,,https://img.naukimg.com/logo_images/groups/v1/6443541.gif,"['Platform', 'Java Fullstack', 'Spring', 'Microservices', 'Native', 'Architect', 'Cloud', 'React.js']"
